review_page,review_title,review_content,review_star,reviewer_location,review_date,crawled_date
265,Bringing history to life,"The Battlebox tour is a must for anyone with an interest in history and WWII. The guided tour was excellent, the guide bringing to life the events that led up to the surrender in 1942. Walking through the underground tunnels, seeing the conditions in which people lived and worked, hearing and seeing the events unfold made this a truly unforgettable experience and one NOT to be missed.",50,"Blackpool, United Kingdom",Jan 2018,20200310
265,Battlebox visit,"Excellent piece of WWII history - well maintained and artifacts sufficient to give some idea of actual conditions (not the extreme anguish of being at war, but an idea of the physical condition). Guide was very knowledgeable and answered all questions with a good amount of detail. Very well worth the treck up the hill to visit and learn more about Singapore during the 1940s at war.",40,"Sydney, Australia",Jan 2018,20200310
265,War historians will love it,What an absolutely amazing place to visit. I had no idea of the conditions our service people worked under until the fall of Singapore. The re-creations here are astounding. Hot and humid but with the help of a guide an absolute must do.,50,"Brisbane Region, Australia",Jan 2018,20200310
265,Enthusiastic guide,"The guide was great, enthusiastic and gave plenty of good information. Learnt some things that I thought was fact about the Battle of Singapore but was actually a myth! Would have wished for a little free time to explore the whole thing by myself at the end, but I do realise the safety concerns with that. My girlfriend was also extremely pleased with the visit, quoting that she loved the amount of interesting facts about the history of the place, in fact she was more pleased than me!",40,,Jan 2018,20200310
265,History Lovers ..,A must for history lovers .. Though not much of a history fan but enjoyed it thoroughly .. It is during the British Era and again a well maintained tourist destination .. Do Visit,50,,Jan 2018,20200310
266,Very informative tour,A great 1 hour + tour of this underground bunker. Our guide was super and made the tour very interesting A great way to find out about Singapore during the Second World War Excellent value for money,50,"Great Baddow, United Kingdom",Jan 2018,20200310
266,A must for WWII and British Empire History fans,"When you step into the Battlebox, you step into the past. In its climate controlled rooms, you are taken on an excellent, step-by-step tour not only of the physical location of Malaya Command during the last few weeks of battle, but also the diary of the events leading up to the loss of Singapore. You gain a new appreciation of what was going through the minds of the men in charge. Be sure to listen carefully to the clue to the bonus question!",50,Hong Kong,Jan 2018,20200310
266,Great historical experience (get a small group),"I know my history, and this is a great insight into what would have been happening in Singapore at an important time. It was refreshing to have a guide at such an activity who clearly knew more than the 'tour standard' and who was willing to share her views on views on what people may have been thinking at the time. Unfortunately, our group was too big, so I suggest people do an early, not midday tour, as it looked like the one before us only had three people! Very well preserved and tastefully augmented with period items. Al at 'leavetoroam.com'.",50,"Canberra, Australia",Jan 2018,20200310
266,A must see if you love WWII history,"I did the tour that was supposed to be 1:15 minutes, it actually was quite a bit longer which was great! You get a lot of historical background and the guide was a bit dramatic about it so if you have studied the history of Singapore in WWII it might be redundant, but being there in person was really amazing. The surrender conference was suprizingly well done, I liked the fidelity of the depiction of the conference. Breathing history, absolutely worth the time. The park is very nice too.",50,"Seattle, Washington",Jan 2018,20200310
266,Great visit,The WW2 history has a niche here. Lots of unknown details were presented to us during the tour. Our guide was a very young lady who was very well prepared and knew a lot about what really happened here when the japanese invaded Malaya and Singapore.It’s worth visiting the Battlebox!,50,"Miami Springs, Florida",Jan 2018,20200310
267,Highly Recommended Guided Tour on Singapore History,"The 1.5 hour guided tour on the WWII history of Singapore is definitely value for your money. Kamaliah was our informative and enthusiastic guide and she took us to various rooms in the bunker that indeed once acted as an operations centre back in the day. The entire flow of the tour was smooth with the stories of Singapore portrayed very clearly through mixed media - videos, life-sized mannequins, actual remnants of equipment, and many more.Tip: When you visit the toilets, be sure to look for the airplane graffiti in one of the stalls that was actually drawn by a soldier. Well preserved and takes you back in time.",50,"Singapore, Singapore",Jan 2018,20200310
267,Great tour,We visited the Battlebox mainly because my husband is very interested in war history but I also enjoyed this tour very much. It gave a wonderful insight into the fall of Singapore and it’s place in history. The tour takes about 1 1/2 hours and us very comprehensive and interesting. Our young tour guide was well researched and enthusiastic about sharing the story. Definitely worth the $18 entry fee.,50,"Canberra, Australia",Jan 2018,20200310
267,Guided Tour was Limited,"Loved the history and the tour guide news. The bunker took me back to what it must have been like for the British and how they must have struggled with the decision to give up Singapore. The guide was very knowledgeable. The life size figures were very believable and lifelike. There were posters of information inside the bunker and many pictures with descriptions. As this was a guided tour and the tour guide didn't seem to feel the need to take much time to let us read the information it was a let down there. You cannot go in by yourself so we couldn't go back in to read. I felt like I didn't get my money's worth,",30,"Atlanta, Georgia",Jan 2018,20200310
267,"Slightly macabre, definitely sad underground former military. building","Modern history reviewed, and open to the public. Situated at the top of the Fort Canning Park, this underground bunker acted as the command centre for the combined British Empire forces in WW2. It was also where the decisions leading to the surrender to the invading Japanese army cutting across the Malay peninsular were made. The bunker, which has been made safe to visit, but otherwise it is much as it was on the fateful day, when General Percival surrendered.Slightly macabre, definitely sad underground former military. building",50,"Cheltenham, United Kingdom",Jan 2018,20200310
267,much improved tours from the past,Our tour guide Dianne was was very knowledgeable and could answer every questions that the group asked. The tour takes between an hour and hour and a half depending on group size. The much improved air conditioning system make the tour very pleasant and i learnt a LOT more this tour about the war and would visit again.,50,perth,Jan 2018,20200310
268,Excellent way to spend an hour,"This was a must see attraction in my opinion. The experience was educational and fascinating, well delivered and resonably priced. Kids would love this every bit as much as the adults.",50,"Dorset, United Kingdom",Jan 2018,20200310
268,Interesting and Moving,"A very interesting account of the fall of Singapore during World War 2. Our guide Mel gave a moving, engaging and at times even humorous account of the circumstances that led to the fall of Singapore in 1945. My partner was not particularly interested in the history of Singapore, but found the tour engaging and interesting! A must do in Singapore!",50,"Melbourne, Australia",Jan 2018,20200310
268,Very interesting tour!,"This is a very good historical tour with lot of information provided by the guide. Our guide, Ayesha, was excellent and kept us engaged throughout the tour.",50,,Jan 2018,20200310
268,Great tour,"Me and my daughter took my husband here after spending serval days shopping ( not his favourite thing ) and we all enjoyed it. When we arrived it said the tour was fully booked but they did let us join it, think it is best to pre book. The tour was 1 1/2 hour long in the bunker telling the story of the last few days before Singapore fell to the Japanese in world war 2 , if you love history you will love this , it’s in Fort Canning Park , which is nice to walk through with a cafe , 5 minutes from the new Fort Canning MRT station",50,norwich,Jan 2018,20200310
268,Worth a Visit,"We experienced this attraction whilst in Singapore for several days.The Attraction is centred around the fall of Singapore to the Japanese in World War Two.In fact it consists of viewing the underground bunker where all the important decisions were made. As so, it takes in all the various strategies and plans which resulted in the eventual surrender of the country.You have to take a conducted tour with a guide who explains all of the important decisions which led to the downfall of the country and which eventually dictated the future of Singapore.The tour was fascinating but possibly a little expensive as it cost us thirty six Singapore dollars (about twenty five pounds) for just over an hour.Overall, I would say it is well worth experiencing this Trip whilst in Singapore.Having said that, I found it frustrating that having paid out for the attraction you were not allowed to take photographs in order to relive the experience back home.",40,"Grange-over-Sands, United Kingdom",Jan 2018,20200310
269,Fantastic look back at history,"The Battlebox Tour takes visitors into the heart of the bunker where the ultimate decision to surrender to the Japanese was made during the war. It is a guided tour only and that is what makes it a unique experience. Our guide was amazing, full of knowledge about the battle of Singapore. Unfortunately you are not able to take pictures, but this does not detract from the experience. Highly recommend.",50,,Jan 2018,20200310
269,2 ladies with a calipers,"This is fabulous yet sombre experience and so well done. Shar our tour guide was passionate and informative on the fall and surrender of Singapore. There is 13 steps to go down and an added bonus for us was the availability of a wheelchair. Being with an elderly mother who has difficulty in walking, Singaporeans in general are attentive, and like here, at the Battle box a wheel chair was available. The tour was brilliant and everybody should go. Fort Canning Arts Centre is a beautiful building and surroundings. Much better to have a tour guide than an audio journey more personal and involved feeling.",50,"Perth, Australia",Jan 2018,20200310
269,Battlebox Fort Canning Park,"great insight into last days of The Fall of Singapore and surrender, approx 1 1/2hrs guided tour off old bunker system.",50,"Gold Coast, Australia",Jan 2018,20200310
269,History,"Put this on the list , interesting, informative and a moving account of what happened in the time leading up to Singapore’s surrendering 👍",50,"Perth, Australia",Jan 2018,20200310
269,Excellent tour,"A must visit site if only to understand the failings of the allied planning. Our tour guide was excellent and informative.There are many displays which you may want to come back to see after the tour, just ask the guide. No photography inside the Battlebox.The surrounding hilltop is a pleasant park if you want to get away from the nearby Orchard Rd.",40,"Melbourne, Australia",Dec 2017,20200310
270,So glad I convinced my family to join me in a tour of The Battlebox during our recent trip to Singapore.,"We arrived just as the tour was commencing so we missed the guides initial introduction in the gift shop but caught up with the group at the entrance to the bunker.Without the extremely informed guide (a former Sergeant in the Singapore defence force) this tour would have just been a visit to some World War 2 bunkers.I take my hat off to you sir, you brought history to life and managed to keep my wife and daughter, both of whom have no interest in the second world war, captivated throughout the tour. They admitted to me after the tour ended that they found it far more interesting that they had expected.I’m glad we had a tour guide and not the yet to be rolled out self-tour. Perhaps the museum should rethink their plans and offer both guided and self-tours.I would have liked to spend more time viewing the exhibits after the tour ended but I don’t feel I missed anything.Anybody visiting Singapore should add this tour to your must see and do list. It is quite close to Dhoby Ghaut MRT station and the Orchard Road shopping strip.",50,"Ipswich, Australia",Dec 2017,20200310
270,Battlebox Tour,"The Battlebox Tour (1hr 15 mins) that my family and I did on 17 December with Jerome as the tour guide was fantastic and informative. Jerome new a lot about the history and was very knowledgable, friendly and had a sense of humour. We would highly recommend this tour. No photography allowed whilst on the tour.",50,Canberra,Dec 2017,20200310
270,Well worth visiting,"We called in on our first day in Singapore with the intention of visiting, however we were in between tour times as we hadn't realised that you had to book and could only visit as part of a guided tour. We returned the following day, booked our place and then had the most interesting tour. We realised that if we'd wandered around on our own we wouldn't have fully understood the importance of this Battlebox or what happened in the Pacific war during WW2.No photographs allowed inside.Very interesting place.Highly recommend as part of your Singapore experiences.",50,"Washington, United Kingdom",Dec 2017,20200310
270,Amazing!! Don't miss this gem!,"Fabulous experience - lots of history really well presented. Tour guide was knowledgable, friendly and kind. Cannot rate this highly enough",50,"Kent, United Kingdom",Dec 2017,20200310
270,Fascinating,"Cannot recommend this highly enough. Complements and reinforces what you learned at Changi Museum. Jerome, the young guide was first class. Tour was highly informative and included good archive film and insight into the personalities who presided over the disaster that was the defence of Singapore. Jerome was patient and answered all questions fully and without any prejudice. Experience enhanced by fact that one member of our party was an Australian who had been evacuated from Singapore at the age of 6, at the time of the invasion. Well worth the $18. Don't miss it.",50,"Cambridge, United Kingdom",Dec 2017,20200310
271,British Incompetency,The walk through the labyrinth of the underground command bunker at Fort Canning Park is a fascinating experience enhanced by the photos and other artefacts within the complex. One can only try and imagine the oppressive heat and stale air in the rooms and winding passageways and also the noise of telephones and telegraphic machines as people frantically went about the business of trying to direct the defence of Singapore.The room where the various commanders met with General Percival to discuss the demand from the Japanese to surrender is quite poignant. The life like figures clearly show the stress and torment etched in their faces as they discussed the inevitable and the consequent ignominious surrender to the Japanese. Britain's worst humiliation in the Second World War.Winston Churchill did not provided the Singapore garrison with the military equipment they needed and General Percival was the scapegoat for Britain's blunder.,50,"Ballarat, Australia",Dec 2017,20200310
271,Battlebox tour - Singapore,"Fascinating and well laid out presentation of this interesting and devastating period of history, While the mannequins and staging might be hokey to some, to be in the very bunker where all this took place 0 surrounded by the same walls and artifacts, was amazing. Great great great",50,"Vallejo, California",Dec 2017,20200310
271,"Battle box, Singapore","Spent a very informative afternoon on a guided tour of e WW11 command centre, where the British surrendered Singapore to the Japanese in1945. Ayesha, the tour guide was very knowledgable. It was well worth a visit.",50,"Nottingham, United Kingdom",Dec 2017,20200310
271,Only for history buffs,"I would only go on this tour if you have a keen interest in history and WW2. Otherwise, quite boring.",30,"Brisbane, Australia",Dec 2017,20200310
271,Interesting visit,This museum was right up my street. I love military history and especially British history. The guide was very knowledgable and enthusiastic about Battlebox which was good to see. The only bad bit about this tour was when it ended (and we came out to a thunderstorm) A must see,50,"Redditch, United Kingdom",Dec 2017,20200310
272,Guided tour was excellent,The guide Joanna is an experienced guide. She knows her facts and makes the tour very enriching. She is friendly and obliging. Good job. Worth the money...,50,"Singapore, Singapore",Dec 2017,20200310
272,NB: Book a tour online in advance to ensure you don't turn up when the next tour is fully booked.,The guided tour of the Battle box is just the right length and goes into the appropriate areas of interest and levels of detail for the casual visitor.It would be worth pre-arranging a tour rather than turning up at the visitors centre to book it - the next tour was fully booked when I arrived but this was a not a major issue as it gave me a window to visit the Singapore national museum located very close by.,50,"Oxford, United Kingdom",Dec 2017,20200310
272,Awesome,"Went on the ~ 1 hr Battlebox tour at 11:00 am (in English). The guide was Jerome and he was very knowledgeable. It was very interesting with stories, videos, artifacts, and a walk through the underground command center. Before I purchased the ticket I thought 18$ was a little pricey, but it was worth every cent. This will definitely remain as one of the most memorable things about Singapore. PS. No photo-taking permitted inside.",50,,Dec 2017,20200310
272,For the fans of WW2 this is it !,"This is a must see. It is a recreation of the last days before the surrender of the british army to the japanese. The bunker is located in Fort Canning about a 15 minutes uphill walk from the Fullerton hotel. It opens at 9h30 and the first guided tour starts at 9h45. You cant go in by yourself. The guide is very knowledgeable. There is also videos, pictures and artefacts of the period. The bunker is very well preserved an maintained. A very nice experience.",50,,Dec 2017,20200310
272,Fantastic Insight into the Fall of Singapore,Guide provided excellent background on Singapore's history and what led to the fall of Singapore. We saw where the decision to surrender was made and understood what happened before and after this momentous decision. Got a feel for what it was like for so many to be confined to this underground space while the Japanese were advancing so rapidly. Decisions had to be made. Pressures would have been enormous. Excellent. We would definitely recommend a visit.,50,"Ipswich, Australia",Dec 2017,20200310
273,Battle box review,"Excellent historical tour and a truly excellent guide. Can definitely recommend to all ages. The detail of the main ""decision"" room with the wax figures was very professional. Our guide was very knowelgeable and delivered her message with good presentation and a touch of humour for interest. Simply a superb tour.",50,"Brisbane, Australia",Dec 2017,20200310
273,Battle Box,Interesting and informative tour with a knowledgable guide. Although we knew about the fall of Singapore to the Japanese we didn’t know much detail and this provided thus. It would have been nice to have had more artefacts from this period but it didn’t detract from the experience. Overall a really interesting and enjoyable couple of hours.,40,Sydney,Dec 2017,20200310
273,Brilliant history tour of WW2 Singapore,"The team presenting this tour give a sincere account of good military tactics, under estimation of the enemy, poor preparations and personal sacrific of military personal and civilians resulted in the British capitulation of Singapore. Great story telling techniques. I highly recommend it for all age groups. Let us learn from this regretable time in history.",50,"Brisbane, Australia",Dec 2017,20200310
273,Singapore history,"Stumbled across fort canning by accident and really enjoyed the tour.The guide, Joanna was enthusiastic, knowledgeable and engaging.The tour filled lots of gaps in my knowledge of WW2 and the part that Singapore played.The replicas of the meeting rooms and situation rooms were really well done and the wax dummies were, I thought, quite realistic.There were some children on my tour and although the guide warned that the tour was very detailed and informative, they coped very well. They were very well behaved children, but their interest was a testament to the quality of the experience.Well worth the visit.",40,Melbourne,Dec 2017,20200310
273,Interesting and informative tour.,The tour of this famous bomb proof underground command centre for the allied forces in Singapore during the the Malaysia campaign is well worth doing. It is situated under Fort Canning easily accessed from the CBD by train or taxi. The guided tour takes approximately an hour and a quarter.The visitors centre is stocked with books and souvenirs relative to the tour. Friendly staff and guides makes this a must do activity for anyone with an interest in history.,50,"Perth, Australia",Dec 2017,20200310
274,Unique Look at History,"My husband’s a WWII buff. He had read great reviews of Battlebox and we were ‘t disappointed. The tour through a bunker used in the war, furnished with some of the original artifacts and figures and pictures of the officers who were there, brought the history alive, as did out guide Sha, whose combination of knowledge and humor made hearing the sometimes depressing story enjoyable and educational. I heard they’re thinking of replacing the live guides with recoded information. I think this would be a mistake, Part of the enjoyment was the group experience, with people sharing their knowledge, and Sha, a former soldier, adding his own anecdotes and observations. A unique experience.",50,,Dec 2017,20200310
274,Very informative,"Due to some recent flooding of the Battle box, guided tours rather than audio tours are still the only way to see this command centre from WW2. Shar was a very informative interesting guide. It will be a shame for future tourists when he is replaced by an audio tour.I did not know the history of Singapore and is surrender to the Japanese during WW2, but I do now! The exhibit underground with wax models, photos and videos is very well presented along with the excellent commentary. No photos allowed inside.",50,"Whangarei, New Zealand",Dec 2017,20200310
274,Awesome Tour!,"The Battlebox tour is an informative and interesting insight to the fall of Singapore. Our guide, Shar was very passionate and informative about the history and events of this time. He provided an unbiased point of view and a detailed encounter to what occurred on both sides. Shar also catered for the diverse audience, from children to adults and ensures everyone was included. Make sure you check the tour times, as there are no morning tours on Monday’s. I would highly recommend this tour, and hopefully you will get Shar as your guide.",50,"Tuban, Indonesia",Dec 2017,20200310
274,"Fabulous, dramatic WW2 Site","The Battle Box is a must see for learning about the Japanese theatre of WW2 and the key WW2 surrender of the British to the Japanese. Located at Ft. Canning, which is now a beautiful park overlooking Singapore, the Battle Box provides videos, dioramas, and photos to dramatically recreate the decision to and aftermath of the surrender of Singapore to the Japanese. The guides are very knowledgeable and the experience brings the visitors back to the dire situation faced by the British command as the Japanese closed in on Singapore, a key strategic military location for the British and their WW2 allies. Well worth a visit. Make sure you arrive early as the visits are all led by guides and limited in number.",50,"New York City, New York",Dec 2017,20200310
274,Learning Experience,"Fort Canning is a lovely place to wander around and enjoy the park area.The Battle box tour was very informative & our Tour Guide knew her history and was very passionate about it and how it affected so many peopleI was also quite surprised how quickly the Japanese moved on Singapore just days after Pearl Harbour , We were outclassed on so many fronts by a formidable Foe.The European War seemed to consume any reason to have a decent defense in this part of the world.Not much choice but surrender really , Poor buggers",50,Western Australia,Dec 2017,20200310
275,"Brilliant Battle Box, so interesting","Really pleased that the Battlebox has reopened. The guided tours are popular so arrive early to be certain of your place - the website lists the times for particular days. Our guide was knowledgeable and enthusiastic, really bringing the history to life. Fort Canning is a beautiful park with many walks, plants and historical buildings - take 2 - 3 hours to fully appreciate the area. The nearest MRT is Fort Canning on the Blue Line, opened in October 2017. If you're planning to visit Changi Museum then visit the Battlebox first to get the background information.",50,"Cardiff, United Kingdom",Dec 2017,20200310
275,Interesting to visit,Went round the grounds of Canning Hill and did a tour of the Battlebox which was the underground headquarters of the British Army in WW2 before they had to surender to the Japanese in 1942. Very interesting and informative. Only downside was there was only one place open to eat (they so sandwiches etc) or have coffee/tea which is an Ice cream cafe in the Arts centre on Canning Hill. Whole area worth a visit.,50,,Dec 2017,20200310
275,Another trip down memory lane,"As somebody who went to school in Singapore from 1953 to 1957 and last visited Fort Canning in 1954 it was indeed a trip down memory lane. I am not one for 'Guided Tours' but this was one tour which was outstanding.Our guide, by the name of 'Jerome' was clear and articulated and presented all the facts good and bad. I was fortunate enough to be with an Australian Historian whose added facts were most enlightening.To me this was something special and it provided me with a very different perspective from what we were told as school children so many years ago. I guess we were given the 'pc' version.I highly recommend a visit to Battlebox be it for historical interest or general interest, you will not be disappointed.",50,"Aberdeenshire, United Kingdom",Dec 2017,20200310
275,Great tour,"This tour around the bunker gives some of the background and details that lead to the decision to surrender on 15 February 1942, the guide was very engaging and informed. The mock ups were nicely realistic and informative. A highly recommended tour.",50,"Basel, Switzerland",Dec 2017,20200310
275,Well done,Excellent guided tour with a very informed guide. This is not a well advertised attraction however anyone interested in history should not miss this tour. Well preserved historical tribute.,40,"Western Australia, Australia",Dec 2017,20200310
276,Great experience,"I took the 1-hour bunker tour. While the bunker itself was quite interesting, it was the way our guide Jerome presented the tour, that made this special. As someone who wasn’t familar with Singapores history during WW II, I got a good understanding of what happened, which characters were involved and how it came to the decisions made. Highly recommended and again a special thanks to Jerome!!!",50,"Flintbek, Germany",Dec 2017,20200310
276,Interesting History,"This place is a diorama of the situation during the war, what had happened and who are those figure they put there. Interesting.",50,"Jakarta, Indonesia",Dec 2017,20200310
276,Very well presented tour,"Our guide, Mal, was very knowledgable and engaged in the history surrounding this well preserved historical site. Well worth the visit.",50,"Perth, Australia",Nov 2017,20200310
276,Historic places to visit!,"A place to visit! You get to learn new things about the WW2 that are important and interesting that usually are left out of the history books. You get the chance to visit the bunker. Recommend you to take the one hour tour in the bunker and then walk around in the Fort Canning Park on your own. Our guide (Sharul) was really good, so friendly and knowledgeable.",50,"Helsinki, Finland",Nov 2017,20200310
276,Very interesting and surprising. Highly recommended,"On my trip to Singapore last week we visited Battlebox. This was very well run and our tour guide was great. Informative and I wasn’t aware of so many Australian’s were involved. If you’re planning a trip to Singapore and like history, this is a must.",50,,Nov 2017,20200310
277,Excellent. Really enjoyed it,"We did the Story of Strategy and Surrender Tour today. It was excellent. Really interesting. Amazing to see the actual bunker that was used. The tour lasted approx 1hr 15mins. Learned loads. Our tour guide , Mel, was very good. We were slightly early for our tour and Jeffrey, in the visitor centre, was excellent. He talked me through what else was around in Fort Canning Park. He was so helpful. Highly recommend Battlebox. It is the best thing that I have done in Singapore.",50,"Macclesfield, United Kingdom",Nov 2017,20200310
277,Fascinating history,Had a good guide who described the advance of the Japanese into Singapore as if she had been there herself.No photos allowed but in 2018 there will be a self guided tour and photos will be allowed.Gift shop expensive.,50,"Kingston-upon-Hull, United Kingdom",Nov 2017,20200310
277,Must See Historical Attraction,"One of the main reasons I went to Singapore was to find out more about the Fall of Singapore and retrace the last footsteps of a family member. If you have an interest in WW2 history, The Battlebox is essential viewing.Inside you will see authentic recreations of what was happening in 1942, complete with amazing artifacts. Several rooms depict their previous usage with authentic looking models - the're not dummies! Our guide Sharel was very friendly and knowledgeable, such that he totally enhanced the whole experience. Sadly, no photography was allowed, but apparently next year the tour becomes self-guided and cameras will be allowed. (The downside to that is that there won't be a guide expertly taking you through the underground maze.)Bear in mind that you will be underground and some areas are small. It was all well lit and air-conditioned, so comfort was not a problem. Upon entry, you need to descend some stairs and you will need shoes for safety. I would highly recommend the Battlebox.",50,"Brisbane Region, Australia",Nov 2017,20200310
277,Very informative and interestingly done,"It really explains the events leading up to this terrible time in history. The guide, Joanne, made it come alive for us and I do hope they continue to use guides rather than audios.",50,Sydney,Nov 2017,20200310
277,Informative,Family of 4 with two boys 12 and 7. The combination of archival footage and wax figures in the bunker setting delivered a presentation that was interesting for my husband and me and sufficiently engaging for the kids (no easy feat). 35 minutes meant not too long for the 7 year old. We all learned something.,50,Perth Australia,Nov 2017,20200310
278,"Great insight into the fall of Singapore, led by an informative guide","I'm rather partial to my recent military history so a visit to the Battlebox was always going to be on the cards during my visit to Singapore. I wasn't disappointed, mainly because of the attitude, energy, knowledge and engagement of the guide who showed us around bringing to life the background to and the surrender of the British to the invading Japanese. Without him, I think the experience would've been vastly different. He told us that they will change to have self-guided tours next year which might miss a fair bit of the story-telling that brings the experience to life. My recommendation is to go whilst you can experience the human guides.",40,"Kastrup, Denmark",Nov 2017,20200310
278,A must for those history buff & Historical Reenactor especially World War II,"For those history enthusiast, history buff, and history reenactor, this place is a must, a definitely must. With good presentation by professional historian who has a passion in it, good material to present, and good place which managed greatly by professional, this place even impressed my sister who had little knowledge about history especially those of The World War II[Note : If you are a World War II Reenactor, you definitely have to do some impression here, especially British Pacific World War II Impression]",50,Indonesia,Nov 2017,20200310
278,Fascinating tour encapsulates the wartime history of Singapore,"This was a fascinating experience, bringing to life Singapore’s wartime history through the tour of the Fort Canning underground control centre and the excellent guide and short films. Highly recommend it.",50,"Bath, United Kingdom",Nov 2017,20200310
278,Amazing guided tour,"Apparently they will only be offering guided tours for a little longer, due to some flooding, they can’t let people wander. That is a shame I think! We were fortunate enough to have “Sha” guide us. Easily the most informative guided tour I’ve been on! He went above and beyond to answer everyone’s questions and did an absolutely phenomenal job to keep us all engaged and hitting us with knowledge. This experience really exceeded my expectations! As a Canadian, I was taught very little about Singapore’s difficult times during Japanese occupation, the content of the tour was presented in a way that was easy to follow and emotionally impactful. Thank you for sharing your history!",50,"Trail, Canada",Nov 2017,20200310
278,"If you are interested in WWII history, don't miss this.","Very informative and well-presented tour by our guide and historian Jerome. The Battlebox tour gives a very good impression of what it was like when the Japanese invaded and conquered Singapore, and what the allied commanders were up against. If you are already visiting the National Museum, be sure to also include this tour to your day. Note that this museum can only be visited as a tour so be sure to check out the tour times.",50,,Nov 2017,20200310
279,Well thought out and well presented,It would have been very easy for the Singaporeans to want to forget this painful time in their history so it is to their credit that they have utilised this fascinating facility to tell the story of the empire losses in WW2. The whole experience was though provoking and extremely well done,50,"Perth, Australia",Nov 2017,20200310
279,Expertise makes all the difference,"A last-minute decision to take an out-of-town friend for a visit proved to be an excellent one.This new incarnation of the Battlebox is run by professional historians and it shows in the best possible way. The tour was informative and well researched.Gone are the old tacky animatronics statues. And instead we have guided tours with well considered use of short films to complete the experience. Our guide Jerome was knowledgable and clearly passionate about the subject. As a Singaporean born and bred, I know about the Surrender and have had family members that suffered through the Occupation. However the tour brought new insights that imbued a story familiar to me with fresh poignancy.One little thing: I would have liked a little more time to look at the displays - in particular the artefacts excavated from the area.I would suggest checking out the times of the tours so you arrive on time.",40,"Singapore, Singapore",Nov 2017,20200310
279,Battlebox Tour,"What an incredible tour and what an incredible tour guide Ewina ? My uncle was killed during the fall of Singapore in 1942 so for me this was a must do..The tour lasts for about two and a half hours taking in the early history of Singapore ,the Colonial History and of course the details of the events that led to the fall of Singapore.You will get to visit the Bunker which was the command centre for the defence forces and where the decision to surrender was made.Anyone with an interest in History and not just that of WW2 will really enjoy this tour and if you are lucky you will get the same guide as we did !",50,"Mitchelstown, Ireland",Nov 2017,20200310
279,Fantastic tour,Hadn’t heard of Battlebox before this trip. So glad we found out about it. Excellent tour. Bunker is cool and very well set out. Our tour guide Mel was very engaging and knowledgeable. The kids didn’t loose interest on the 90min tour. One of the highlights of our trip to Singapore.,50,"Sydney, Australia",Nov 2017,20200310
279,Very interesting tour,"For anyone interested in history, and in particular WW2 this is a must visit during any trip to Singapore.Beforehand I knew the basics, but thanks to our excellent guide Jeroen, this tour taught me so much more. If you're worried it's just a look around a dusty bunker, don't be, the trip takes you through the build-up to, the occupation of, and then the relief of Singapore and the end of WW2, explaining the whys and hows, rather than just saying what happened.",50,"Cheshire, United Kingdom",Nov 2017,20200310
280,Great experience and WW2 history,The battle box tour is great for anyone wanting to learn about Singapore during WW2. The tour goes for well over an hour throughout the bunker complex (which is air conditioned) going through most of the rooms where historical events took place. Our tour guide was a great presenter and told us a lot about the battle box and the war itself. This is a very good guided tour and is well worth it. i would recommend doing this tour then heading up to Changi museum as it ties in quite well with the history.,50,,Nov 2017,20200310
280,An unexpected pleasant surprise!,"While walking through the city, I stumbled on to Fort Canning Park. It was situated on a hill, pretty and inviting, so I began to explore. After climbing a long stairway, I came upon the visitor center where tickets can be purchased for the Battlebox tour. Since I live near Pearl Harbor, Hawaii, and appreciate WW11 history, I purchased a ticket. The tour was about 80 minutes long and extremely well presented. I learned so much. Our tour guide, a young man, was articulate and knowledgeable. His presentation was superb! The displays within the Battlebox are first class, extremely well crafted. It was one of the highlights of my visit to Singapore.",50,Hawaii,Nov 2017,20200310
280,excellent tour of tunnels,Jerome was an excellent speaker with so much knowledge. We enjoyed the tour immensely. Very emotional and educational.,50,"Perth, Australia",Nov 2017,20200310
280,Great look at WWII history,"This is a great look at the fall of Singapore. Very interesting and a great tour. No worries, the bunker's are fully air conditioned so it isn't a sweat fest but you can imagine back in time, with so many men in such a confined space in such a stressful situation, the smell!Overall a great tour if you're interested in WWII history.",50,"Vancouver, Canada",Nov 2017,20200310
280,Insightful & good value,"I decided to do this at the 'last minute' but I'm very pleased that I made that decision. Currently the only way to see this museum (the WW2 underground command centre of the British in Singapore) is via a tour although as I understand it, this might change in the future. There was small group of us on the tour and our guide was the excellent ""Shar"", he had been in the Singapore army and his genuine insight and interest in the actions and decisions that led to the ""biggest surrender of British led forces"" was compelling. I knew little of what happened before this tour but a sort of ""British Pearl Harbor"" really was an eye opener and would certainly interest anyone with even a vague awareness of such matters. Whilst still allowing plenty of opportunities for questions, ""Shar"" spoke quickly but it never felt rushed as we moved from room to room gradually gaining a greater understanding of what actually happened leading up to 'surrender'. In some rooms we watched short Pathe type videos in others we were shown real items of interest e.g. graffiti from service personnel of the time, many rooms also had ""Tussauds type models""; everything was fascinating.My only regrets were not being allowed to take photos (although in a tour like this it was understandable) and not having sufficient time to read the plethora of display materials: still that does mean that there's a reason to go back when the museum 'opens up' more although it would be a shame to put ""Shar""out of a job!",50,"Jaipur, India",Nov 2017,20200310
